source_file,label,split
gas_siren/archive__gas_alarm__3_gas_alarm_359.wav,gas_siren,train
gas_siren/archive__gas_alarm__3_gas_alarm_365.wav,gas_siren,train
gas_siren/archive__gas_alarm__3_gas_alarm_125.wav,gas_siren,train
gas_siren/archive__gas_alarm__3_gas_alarm_177.wav,gas_siren,train
gas_siren/archive__gas_alarm__3_gas_alarm_174.wav,gas_siren,train
gas_siren/archive__gas_alarm__3_gas_alarm_509.wav,gas_siren,train
gas_siren/archive__gas_alarm__3_gas_alarm_100.wav,gas_siren,train
gas_siren/archive__gas_alarm__3_gas_alarm_535.wav,gas_siren,train
gas_siren/archive__gas_alarm__3_gas_alarm_45.wav,gas_siren,train
gas_siren/archive__gas_alarm__3_gas_alarm_579.wav,gas_siren,train
gas_siren/archive__gas_alarm__3_gas_alarm_341.wav,gas_siren,train
gas_siren/archive__gas_alarm__3_gas_alarm_39.wav,gas_siren,train
gas_siren/archive__gas_alarm__3_gas_alarm_199.wav,gas_siren,train
gas_siren/archive__gas_alarm__3_gas_alarm_235.wav,gas_siren,train
gas_siren/archive__gas_alarm__3_gas_alarm_80.wav,gas_siren,train
gas_siren/archive__gas_alarm__3_gas_alarm_349.wav,gas_siren,train
gas_siren/archive__gas_alarm__3_gas_alarm_443.wav,gas_siren,train
gas_siren/archive__gas_alarm__3_gas_alarm_99.wav,gas_siren,train
gas_siren/archive__gas_alarm__3_gas_alarm_297.wav,gas_siren,train
gas_siren/archive__gas_alarm__3_gas_alarm_203.wav,gas_siren,train
gas_siren/archive__gas_alarm__3_gas_alarm_513.wav,gas_siren,train
gas_siren/archive__gas_alarm__3_gas_alarm_547.wav,gas_siren,train
gas_siren/archive__gas_alarm__3_gas_alarm_568.wav,gas_siren,train
gas_siren/archive__gas_alarm__3_gas_alarm_120.wav,gas_siren,train
gas_siren/archive__gas_alarm__3_gas_alarm_576.wav,gas_siren,train
gas_siren/archive__gas_alarm__3_gas_alarm_14.wav,gas_siren,train
gas_siren/archive__gas_alarm__3_gas_alarm_592.wav,gas_siren,train
gas_siren/archive__gas_alarm__3_gas_alarm_484.wav,gas_siren,train
gas_siren/archive__gas_alarm__3_gas_alarm_6.wav,gas_siren,train
gas_siren/archive__gas_alarm__3_gas_alarm_204.wav,gas_siren,train
gas_siren/archive__gas_alarm__3_gas_alarm_572.wav,gas_siren,train
gas_siren/archive__gas_alarm__3_gas_alarm_491.wav,gas_siren,train
gas_siren/archive__gas_alarm__3_gas_alarm_478.wav,gas_siren,train
gas_siren/archive__gas_alarm__3_gas_alarm_401.wav,gas_siren,train
gas_siren/archive__gas_alarm__3_gas_alarm_316.wav,gas_siren,train
gas_siren/archive__gas_alarm__3_gas_alarm_450.wav,gas_siren,train
gas_siren/archive__gas_alarm__3_gas_alarm_532.wav,gas_siren,train
gas_siren/archive__gas_alarm__3_gas_alarm_288.wav,gas_siren,train
gas_siren/archive__gas_alarm__3_gas_alarm_111.wav,gas_siren,train
gas_siren/archive__gas_alarm__3_gas_alarm_363.wav,gas_siren,train
gas_siren/archive__gas_alarm__3_gas_alarm_518.wav,gas_siren,train
gas_siren/archive__gas_alarm__3_gas_alarm_381.wav,gas_siren,train
gas_siren/archive__gas_alarm__3_gas_alarm_299.wav,gas_siren,train
gas_siren/archive__gas_alarm__3_gas_alarm_439.wav,gas_siren,train
gas_siren/archive__gas_alarm__3_gas_alarm_511.wav,gas_siren,train
gas_siren/archive__gas_alarm__3_gas_alarm_275.wav,gas_siren,train
gas_siren/archive__gas_alarm__3_gas_alarm_514.wav,gas_siren,train
gas_siren/archive__gas_alarm__3_gas_alarm_376.wav,gas_siren,train
gas_siren/archive__gas_alarm__3_gas_alarm_598.wav,gas_siren,train
gas_siren/archive__gas_alarm__3_gas_alarm_229.wav,gas_siren,train
gas_siren/archive__gas_alarm__3_gas_alarm_366.wav,gas_siren,train
gas_siren/archive__gas_alarm__3_gas_alarm_41.wav,gas_siren,train
gas_siren/archive__gas_alarm__3_gas_alarm_296.wav,gas_siren,train
gas_siren/archive__gas_alarm__3_gas_alarm_407.wav,gas_siren,train
gas_siren/archive__gas_alarm__3_gas_alarm_557.wav,gas_siren,train
gas_siren/archive__gas_alarm__3_gas_alarm_230.wav,gas_siren,train
gas_siren/archive__gas_alarm__3_gas_alarm_374.wav,gas_siren,train
gas_siren/archive__gas_alarm__3_gas_alarm_322.wav,gas_siren,train
gas_siren/archive__gas_alarm__3_gas_alarm_392.wav,gas_siren,train
gas_siren/archive__gas_alarm__3_gas_alarm_172.wav,gas_siren,train
gas_siren/archive__gas_alarm__3_gas_alarm_78.wav,gas_siren,train
gas_siren/archive__gas_alarm__3_gas_alarm_42.wav,gas_siren,train
gas_siren/archive__gas_alarm__3_gas_alarm_121.wav,gas_siren,train
gas_siren/archive__gas_alarm__3_gas_alarm_265.wav,gas_siren,train
gas_siren/archive__gas_alarm__3_gas_alarm_404.wav,gas_siren,train
gas_siren/archive__gas_alarm__3_gas_alarm_182.wav,gas_siren,train
gas_siren/archive__gas_alarm__3_gas_alarm_458.wav,gas_siren,train
gas_siren/archive__gas_alarm__3_gas_alarm_393.wav,gas_siren,train
gas_siren/archive__gas_alarm__3_gas_alarm_8.wav,gas_siren,train
gas_siren/archive__gas_alarm__3_gas_alarm_577.wav,gas_siren,train
gas_siren/archive__gas_alarm__3_gas_alarm_148.wav,gas_siren,train
gas_siren/archive__gas_alarm__3_gas_alarm_94.wav,gas_siren,train
gas_siren/archive__gas_alarm__3_gas_alarm_574.wav,gas_siren,train
gas_siren/archive__gas_alarm__3_gas_alarm_411.wav,gas_siren,train
gas_siren/archive__gas_alarm__3_gas_alarm_117.wav,gas_siren,train
gas_siren/archive__gas_alarm__3_gas_alarm_390.wav,gas_siren,train
gas_siren/archive__gas_alarm__3_gas_alarm_225.wav,gas_siren,train
gas_siren/archive__gas_alarm__3_gas_alarm_373.wav,gas_siren,train
gas_siren/archive__gas_alarm__3_gas_alarm_541.wav,gas_siren,train
gas_siren/archive__gas_alarm__3_gas_alarm_171.wav,gas_siren,train
gas_siren/archive__gas_alarm__3_gas_alarm_273.wav,gas_siren,train
gas_siren/archive__gas_alarm__3_gas_alarm_323.wav,gas_siren,train
gas_siren/archive__gas_alarm__3_gas_alarm_184.wav,gas_siren,train
gas_siren/archive__gas_alarm__3_gas_alarm_69.wav,gas_siren,train
gas_siren/archive__gas_alarm__3_gas_alarm_110.wav,gas_siren,train
gas_siren/archive__gas_alarm__3_gas_alarm_396.wav,gas_siren,train
gas_siren/archive__gas_alarm__3_gas_alarm_157.wav,gas_siren,train
gas_siren/archive__gas_alarm__3_gas_alarm_134.wav,gas_siren,train
gas_siren/archive__gas_alarm__3_gas_alarm_493.wav,gas_siren,train
gas_siren/archive__gas_alarm__3_gas_alarm_232.wav,gas_siren,train
gas_siren/archive__gas_alarm__3_gas_alarm_486.wav,gas_siren,train
gas_siren/archive__gas_alarm__3_gas_alarm_237.wav,gas_siren,train
gas_siren/archive__gas_alarm__3_gas_alarm_162.wav,gas_siren,train
gas_siren/archive__gas_alarm__3_gas_alarm_133.wav,gas_siren,train
gas_siren/archive__gas_alarm__3_gas_alarm_463.wav,gas_siren,train
gas_siren/archive__gas_alarm__3_gas_alarm_561.wav,gas_siren,train
gas_siren/archive__gas_alarm__3_gas_alarm_529.wav,gas_siren,train
gas_siren/archive__gas_alarm__3_gas_alarm_48.wav,gas_siren,train
gas_siren/archive__gas_alarm__3_gas_alarm_145.wav,gas_siren,train
gas_siren/archive__gas_alarm__3_gas_alarm_371.wav,gas_siren,train
gas_siren/archive__gas_alarm__3_gas_alarm_356.wav,gas_siren,train
gas_siren/archive__gas_alarm__3_gas_alarm_386.wav,gas_siren,train
gas_siren/archive__gas_alarm__3_gas_alarm_543.wav,gas_siren,train
gas_siren/archive__gas_alarm__3_gas_alarm_92.wav,gas_siren,train
gas_siren/archive__gas_alarm__3_gas_alarm_599.wav,gas_siren,train
gas_siren/archive__gas_alarm__3_gas_alarm_542.wav,gas_siren,train
gas_siren/archive__gas_alarm__3_gas_alarm_62.wav,gas_siren,train
gas_siren/archive__gas_alarm__3_gas_alarm_141.wav,gas_siren,train
gas_siren/archive__gas_alarm__3_gas_alarm_79.wav,gas_siren,train
gas_siren/archive__gas_alarm__3_gas_alarm_44.wav,gas_siren,train
gas_siren/archive__gas_alarm__3_gas_alarm_476.wav,gas_siren,train
gas_siren/archive__gas_alarm__3_gas_alarm_394.wav,gas_siren,train
gas_siren/archive__gas_alarm__3_gas_alarm_68.wav,gas_siren,train
gas_siren/archive__gas_alarm__3_gas_alarm_179.wav,gas_siren,train
gas_siren/archive__gas_alarm__3_gas_alarm_389.wav,gas_siren,train
gas_siren/archive__gas_alarm__3_gas_alarm_112.wav,gas_siren,train
gas_siren/archive__gas_alarm__3_gas_alarm_138.wav,gas_siren,train
gas_siren/archive__gas_alarm__3_gas_alarm_564.wav,gas_siren,train
gas_siren/archive__gas_alarm__3_gas_alarm_137.wav,gas_siren,train
gas_siren/archive__gas_alarm__3_gas_alarm_531.wav,gas_siren,train
gas_siren/archive__gas_alarm__3_gas_alarm_25.wav,gas_siren,train
gas_siren/archive__gas_alarm__3_gas_alarm_54.wav,gas_siren,train
gas_siren/archive__gas_alarm__3_gas_alarm_91.wav,gas_siren,train
gas_siren/archive__gas_alarm__3_gas_alarm_245.wav,gas_siren,train
gas_siren/archive__gas_alarm__3_gas_alarm_536.wav,gas_siren,train
gas_siren/archive__gas_alarm__3_gas_alarm_593.wav,gas_siren,train
gas_siren/archive__gas_alarm__3_gas_alarm_159.wav,gas_siren,train
gas_siren/archive__gas_alarm__3_gas_alarm_19.wav,gas_siren,train
gas_siren/archive__gas_alarm__3_gas_alarm_591.wav,gas_siren,train
gas_siren/archive__gas_alarm__3_gas_alarm_460.wav,gas_siren,train
gas_siren/archive__gas_alarm__3_gas_alarm_122.wav,gas_siren,train
gas_siren/archive__gas_alarm__3_gas_alarm_239.wav,gas_siren,train
gas_siren/archive__gas_alarm__3_gas_alarm_340.wav,gas_siren,train
gas_siren/archive__gas_alarm__3_gas_alarm_246.wav,gas_siren,train
gas_siren/archive__gas_alarm__3_gas_alarm_156.wav,gas_siren,train
gas_siren/archive__gas_alarm__3_gas_alarm_537.wav,gas_siren,train
gas_siren/archive__gas_alarm__3_gas_alarm_16.wav,gas_siren,train
gas_siren/archive__gas_alarm__3_gas_alarm_278.wav,gas_siren,train
gas_siren/archive__gas_alarm__3_gas_alarm_123.wav,gas_siren,train
gas_siren/archive__gas_alarm__3_gas_alarm_449.wav,gas_siren,train
gas_siren/archive__gas_alarm__3_gas_alarm_338.wav,gas_siren,train
gas_siren/archive__gas_alarm__3_gas_alarm_143.wav,gas_siren,train
gas_siren/archive__gas_alarm__3_gas_alarm_415.wav,gas_siren,train
gas_siren/archive__gas_alarm__3_gas_alarm_114.wav,gas_siren,train
gas_siren/archive__gas_alarm__3_gas_alarm_129.wav,gas_siren,train
gas_siren/archive__gas_alarm__3_gas_alarm_582.wav,gas_siren,train
gas_siren/archive__gas_alarm__3_gas_alarm_397.wav,gas_siren,train
gas_siren/archive__gas_alarm__3_gas_alarm_17.wav,gas_siren,train
gas_siren/archive__gas_alarm__3_gas_alarm_380.wav,gas_siren,train
gas_siren/archive__gas_alarm__3_gas_alarm_566.wav,gas_siren,train
gas_siren/archive__gas_alarm__3_gas_alarm_305.wav,gas_siren,train
gas_siren/archive__gas_alarm__3_gas_alarm_379.wav,gas_siren,train
gas_siren/archive__gas_alarm__3_gas_alarm_469.wav,gas_siren,train
gas_siren/archive__gas_alarm__3_gas_alarm_253.wav,gas_siren,train
gas_siren/archive__gas_alarm__3_gas_alarm_466.wav,gas_siren,train
gas_siren/archive__gas_alarm__3_gas_alarm_357.wav,gas_siren,train
gas_siren/archive__gas_alarm__3_gas_alarm_49.wav,gas_siren,train
gas_siren/archive__gas_alarm__3_gas_alarm_298.wav,gas_siren,train
gas_siren/archive__gas_alarm__3_gas_alarm_201.wav,gas_siren,train
gas_siren/archive__gas_alarm__3_gas_alarm_38.wav,gas_siren,train
gas_siren/archive__gas_alarm__3_gas_alarm_284.wav,gas_siren,train
gas_siren/archive__gas_alarm__3_gas_alarm_147.wav,gas_siren,train
gas_siren/archive__gas_alarm__3_gas_alarm_228.wav,gas_siren,train
gas_siren/archive__gas_alarm__3_gas_alarm_409.wav,gas_siren,train
gas_siren/archive__gas_alarm__3_gas_alarm_474.wav,gas_siren,train
gas_siren/archive__gas_alarm__3_gas_alarm_516.wav,gas_siren,train
gas_siren/archive__gas_alarm__3_gas_alarm_317.wav,gas_siren,train
gas_siren/archive__gas_alarm__3_gas_alarm_362.wav,gas_siren,train
gas_siren/archive__gas_alarm__3_gas_alarm_189.wav,gas_siren,train
gas_siren/archive__gas_alarm__3_gas_alarm_319.wav,gas_siren,train
gas_siren/archive__gas_alarm__3_gas_alarm_489.wav,gas_siren,train
gas_siren/archive__gas_alarm__3_gas_alarm_86.wav,gas_siren,train
gas_siren/archive__gas_alarm__3_gas_alarm_12.wav,gas_siren,train
gas_siren/archive__gas_alarm__3_gas_alarm_554.wav,gas_siren,train
gas_siren/archive__gas_alarm__3_gas_alarm_18.wav,gas_siren,train
gas_siren/archive__gas_alarm__3_gas_alarm_264.wav,gas_siren,train
gas_siren/archive__gas_alarm__3_gas_alarm_391.wav,gas_siren,train
gas_siren/archive__gas_alarm__3_gas_alarm_175.wav,gas_siren,train
gas_siren/archive__gas_alarm__3_gas_alarm_519.wav,gas_siren,train
gas_siren/archive__gas_alarm__3_gas_alarm_256.wav,gas_siren,train
gas_siren/archive__gas_alarm__3_gas_alarm_71.wav,gas_siren,train
gas_siren/archive__gas_alarm__3_gas_alarm_584.wav,gas_siren,train
gas_siren/archive__gas_alarm__3_gas_alarm_29.wav,gas_siren,train
gas_siren/archive__gas_alarm__3_gas_alarm_586.wav,gas_siren,train
gas_siren/archive__gas_alarm__3_gas_alarm_421.wav,gas_siren,train
gas_siren/archive__gas_alarm__3_gas_alarm_403.wav,gas_siren,train
gas_siren/archive__gas_alarm__3_gas_alarm_570.wav,gas_siren,train
gas_siren/archive__gas_alarm__3_gas_alarm_502.wav,gas_siren,train
gas_siren/archive__gas_alarm__3_gas_alarm_434.wav,gas_siren,train
gas_siren/archive__gas_alarm__3_gas_alarm_72.wav,gas_siren,train
gas_siren/archive__gas_alarm__3_gas_alarm_146.wav,gas_siren,train
gas_siren/archive__gas_alarm__3_gas_alarm_500.wav,gas_siren,train
gas_siren/archive__gas_alarm__3_gas_alarm_9.wav,gas_siren,train
gas_siren/archive__gas_alarm__3_gas_alarm_152.wav,gas_siren,train
gas_siren/archive__gas_alarm__3_gas_alarm_585.wav,gas_siren,train
gas_siren/archive__gas_alarm__3_gas_alarm_571.wav,gas_siren,train
gas_siren/archive__gas_alarm__3_gas_alarm_306.wav,gas_siren,train
gas_siren/archive__gas_alarm__3_gas_alarm_293.wav,gas_siren,train
gas_siren/archive__gas_alarm__3_gas_alarm_523.wav,gas_siren,train
gas_siren/archive__gas_alarm__3_gas_alarm_96.wav,gas_siren,train
gas_siren/archive__gas_alarm__3_gas_alarm_304.wav,gas_siren,train
gas_siren/archive__gas_alarm__3_gas_alarm_402.wav,gas_siren,train
gas_siren/archive__gas_alarm__3_gas_alarm_455.wav,gas_siren,train
gas_siren/archive__gas_alarm__3_gas_alarm_508.wav,gas_siren,train
gas_siren/archive__gas_alarm__3_gas_alarm_594.wav,gas_siren,train
gas_siren/archive__gas_alarm__3_gas_alarm_93.wav,gas_siren,train
gas_siren/archive__gas_alarm__3_gas_alarm_109.wav,gas_siren,train
gas_siren/archive__gas_alarm__3_gas_alarm_164.wav,gas_siren,train
gas_siren/archive__gas_alarm__3_gas_alarm_116.wav,gas_siren,train
gas_siren/archive__gas_alarm__3_gas_alarm_427.wav,gas_siren,train
gas_siren/archive__gas_alarm__3_gas_alarm_377.wav,gas_siren,train
gas_siren/archive__gas_alarm__3_gas_alarm_315.wav,gas_siren,train
gas_siren/archive__gas_alarm__3_gas_alarm_352.wav,gas_siren,train
gas_siren/archive__gas_alarm__3_gas_alarm_140.wav,gas_siren,train
gas_siren/archive__gas_alarm__3_gas_alarm_5.wav,gas_siren,train
gas_siren/archive__gas_alarm__3_gas_alarm_345.wav,gas_siren,train
gas_siren/archive__gas_alarm__3_gas_alarm_220.wav,gas_siren,train
gas_siren/archive__gas_alarm__3_gas_alarm_480.wav,gas_siren,train
gas_siren/archive__gas_alarm__3_gas_alarm_56.wav,gas_siren,train
gas_siren/archive__gas_alarm__3_gas_alarm_73.wav,gas_siren,train
gas_siren/archive__gas_alarm__3_gas_alarm_548.wav,gas_siren,train
gas_siren/archive__gas_alarm__3_gas_alarm_59.wav,gas_siren,train
gas_siren/archive__gas_alarm__3_gas_alarm_102.wav,gas_siren,train
gas_siren/archive__gas_alarm__3_gas_alarm_214.wav,gas_siren,train
gas_siren/archive__gas_alarm__3_gas_alarm_314.wav,gas_siren,train
gas_siren/archive__gas_alarm__3_gas_alarm_555.wav,gas_siren,train
gas_siren/archive__gas_alarm__3_gas_alarm_492.wav,gas_siren,train
gas_siren/archive__gas_alarm__3_gas_alarm_223.wav,gas_siren,train
gas_siren/archive__gas_alarm__3_gas_alarm_408.wav,gas_siren,train
gas_siren/archive__gas_alarm__3_gas_alarm_597.wav,gas_siren,train
gas_siren/archive__gas_alarm__3_gas_alarm_462.wav,gas_siren,train
gas_siren/archive__gas_alarm__3_gas_alarm_312.wav,gas_siren,train
gas_siren/archive__gas_alarm__3_gas_alarm_289.wav,gas_siren,train
gas_siren/archive__gas_alarm__3_gas_alarm_430.wav,gas_siren,train
gas_siren/archive__gas_alarm__3_gas_alarm_308.wav,gas_siren,train
gas_siren/archive__gas_alarm__3_gas_alarm_517.wav,gas_siren,train
gas_siren/archive__gas_alarm__3_gas_alarm_347.wav,gas_siren,train
gas_siren/archive__gas_alarm__3_gas_alarm_244.wav,gas_siren,train
gas_siren/archive__gas_alarm__3_gas_alarm_205.wav,gas_siren,train
gas_siren/archive__gas_alarm__3_gas_alarm_372.wav,gas_siren,train
gas_siren/archive__gas_alarm__3_gas_alarm_167.wav,gas_siren,train
gas_siren/archive__gas_alarm__3_gas_alarm_353.wav,gas_siren,train
gas_siren/archive__gas_alarm__3_gas_alarm_546.wav,gas_siren,train
gas_siren/archive__gas_alarm__3_gas_alarm_344.wav,gas_siren,train
gas_siren/archive__gas_alarm__3_gas_alarm_107.wav,gas_siren,train
gas_siren/archive__gas_alarm__3_gas_alarm_132.wav,gas_siren,train
gas_siren/archive__gas_alarm__3_gas_alarm_309.wav,gas_siren,train
gas_siren/archive__gas_alarm__3_gas_alarm_215.wav,gas_siren,train
gas_siren/archive__gas_alarm__3_gas_alarm_161.wav,gas_siren,train
gas_siren/archive__gas_alarm__3_gas_alarm_446.wav,gas_siren,train
gas_siren/archive__gas_alarm__3_gas_alarm_251.wav,gas_siren,train
gas_siren/archive__gas_alarm__3_gas_alarm_153.wav,gas_siren,train
gas_siren/archive__gas_alarm__3_gas_alarm_11.wav,gas_siren,train
gas_siren/archive__gas_alarm__3_gas_alarm_302.wav,gas_siren,train
gas_siren/archive__gas_alarm__3_gas_alarm_587.wav,gas_siren,train
gas_siren/archive__gas_alarm__3_gas_alarm_260.wav,gas_siren,train
gas_siren/archive__gas_alarm__3_gas_alarm_292.wav,gas_siren,train
gas_siren/archive__gas_alarm__3_gas_alarm_527.wav,gas_siren,train
gas_siren/archive__gas_alarm__3_gas_alarm_596.wav,gas_siren,train
gas_siren/archive__gas_alarm__3_gas_alarm_46.wav,gas_siren,train
gas_siren/archive__gas_alarm__3_gas_alarm_364.wav,gas_siren,train
gas_siren/archive__gas_alarm__3_gas_alarm_63.wav,gas_siren,train
gas_siren/archive__gas_alarm__3_gas_alarm_398.wav,gas_siren,train
gas_siren/archive__gas_alarm__3_gas_alarm_418.wav,gas_siren,train
gas_siren/archive__gas_alarm__3_gas_alarm_370.wav,gas_siren,train
gas_siren/archive__gas_alarm__3_gas_alarm_524.wav,gas_siren,train
gas_siren/archive__gas_alarm__3_gas_alarm_420.wav,gas_siren,train
gas_siren/archive__gas_alarm__3_gas_alarm_263.wav,gas_siren,train
gas_siren/archive__gas_alarm__3_gas_alarm_85.wav,gas_siren,train
gas_siren/archive__gas_alarm__3_gas_alarm_208.wav,gas_siren,train
gas_siren/archive__gas_alarm__3_gas_alarm_165.wav,gas_siren,train
gas_siren/archive__gas_alarm__3_gas_alarm_271.wav,gas_siren,train
gas_siren/archive__gas_alarm__3_gas_alarm_127.wav,gas_siren,train
gas_siren/archive__gas_alarm__3_gas_alarm_481.wav,gas_siren,train
gas_siren/archive__gas_alarm__3_gas_alarm_67.wav,gas_siren,train
gas_siren/archive__gas_alarm__3_gas_alarm_326.wav,gas_siren,train
gas_siren/archive__gas_alarm__3_gas_alarm_180.wav,gas_siren,train
gas_siren/archive__gas_alarm__3_gas_alarm_51.wav,gas_siren,train
gas_siren/archive__gas_alarm__3_gas_alarm_355.wav,gas_siren,train
gas_siren/archive__gas_alarm__3_gas_alarm_291.wav,gas_siren,train
gas_siren/archive__gas_alarm__3_gas_alarm_438.wav,gas_siren,train
gas_siren/archive__gas_alarm__3_gas_alarm_400.wav,gas_siren,train
gas_siren/archive__gas_alarm__3_gas_alarm_525.wav,gas_siren,train
gas_siren/archive__gas_alarm__3_gas_alarm_530.wav,gas_siren,train
gas_siren/archive__gas_alarm__3_gas_alarm_453.wav,gas_siren,train
gas_siren/archive__gas_alarm__3_gas_alarm_13.wav,gas_siren,train
gas_siren/archive__gas_alarm__3_gas_alarm_512.wav,gas_siren,train
gas_siren/archive__gas_alarm__3_gas_alarm_90.wav,gas_siren,train
gas_siren/archive__gas_alarm__3_gas_alarm_307.wav,gas_siren,train
gas_siren/archive__gas_alarm__3_gas_alarm_183.wav,gas_siren,train
gas_siren/archive__gas_alarm__3_gas_alarm_412.wav,gas_siren,train
gas_siren/archive__gas_alarm__3_gas_alarm_360.wav,gas_siren,train
gas_siren/archive__gas_alarm__3_gas_alarm_30.wav,gas_siren,train
gas_siren/archive__gas_alarm__3_gas_alarm_168.wav,gas_siren,train
gas_siren/archive__gas_alarm__3_gas_alarm_496.wav,gas_siren,train
gas_siren/archive__gas_alarm__3_gas_alarm_351.wav,gas_siren,train
gas_siren/archive__gas_alarm__3_gas_alarm_222.wav,gas_siren,train
gas_siren/archive__gas_alarm__3_gas_alarm_310.wav,gas_siren,train
gas_siren/archive__gas_alarm__3_gas_alarm_160.wav,gas_siren,train
gas_siren/archive__gas_alarm__3_gas_alarm_337.wav,gas_siren,train
gas_siren/archive__gas_alarm__3_gas_alarm_499.wav,gas_siren,train
gas_siren/archive__gas_alarm__3_gas_alarm_268.wav,gas_siren,train
gas_siren/archive__gas_alarm__3_gas_alarm_424.wav,gas_siren,train
gas_siren/archive__gas_alarm__3_gas_alarm_318.wav,gas_siren,train
gas_siren/archive__gas_alarm__3_gas_alarm_108.wav,gas_siren,train
gas_siren/archive__gas_alarm__3_gas_alarm_445.wav,gas_siren,train
gas_siren/archive__gas_alarm__3_gas_alarm_539.wav,gas_siren,train
gas_siren/archive__gas_alarm__3_gas_alarm_34.wav,gas_siren,train
gas_siren/archive__gas_alarm__3_gas_alarm_475.wav,gas_siren,train
gas_siren/archive__gas_alarm__3_gas_alarm_139.wav,gas_siren,train
gas_siren/archive__gas_alarm__3_gas_alarm_7.wav,gas_siren,train
gas_siren/archive__gas_alarm__3_gas_alarm_522.wav,gas_siren,train
gas_siren/archive__gas_alarm__3_gas_alarm_3.wav,gas_siren,train
gas_siren/archive__gas_alarm__3_gas_alarm_487.wav,gas_siren,train
gas_siren/archive__gas_alarm__3_gas_alarm_252.wav,gas_siren,train
gas_siren/archive__gas_alarm__3_gas_alarm_231.wav,gas_siren,train
gas_siren/archive__gas_alarm__3_gas_alarm_417.wav,gas_siren,train
gas_siren/archive__gas_alarm__3_gas_alarm_334.wav,gas_siren,train
gas_siren/archive__gas_alarm__3_gas_alarm_242.wav,gas_siren,train
gas_siren/archive__gas_alarm__3_gas_alarm_515.wav,gas_siren,train
gas_siren/archive__gas_alarm__3_gas_alarm_331.wav,gas_siren,train
gas_siren/archive__gas_alarm__3_gas_alarm_429.wav,gas_siren,train
gas_siren/archive__gas_alarm__3_gas_alarm_234.wav,gas_siren,train
gas_siren/archive__gas_alarm__3_gas_alarm_77.wav,gas_siren,train
gas_siren/archive__gas_alarm__3_gas_alarm_494.wav,gas_siren,train
gas_siren/archive__gas_alarm__3_gas_alarm_52.wav,gas_siren,train
gas_siren/archive__gas_alarm__3_gas_alarm_346.wav,gas_siren,train
gas_siren/archive__gas_alarm__3_gas_alarm_84.wav,gas_siren,train
gas_siren/archive__gas_alarm__3_gas_alarm_454.wav,gas_siren,train
gas_siren/archive__gas_alarm__3_gas_alarm_128.wav,gas_siren,train
gas_siren/archive__gas_alarm__3_gas_alarm_35.wav,gas_siren,train
gas_siren/archive__gas_alarm__3_gas_alarm_436.wav,gas_siren,train
gas_siren/archive__gas_alarm__3_gas_alarm_426.wav,gas_siren,train
gas_siren/archive__gas_alarm__3_gas_alarm_526.wav,gas_siren,train
gas_siren/archive__gas_alarm__3_gas_alarm_113.wav,gas_siren,train
gas_siren/archive__gas_alarm__3_gas_alarm_569.wav,gas_siren,train
gas_siren/archive__gas_alarm__3_gas_alarm_65.wav,gas_siren,train
gas_siren/archive__gas_alarm__3_gas_alarm_169.wav,gas_siren,train
gas_siren/archive__gas_alarm__3_gas_alarm_98.wav,gas_siren,train
gas_siren/archive__gas_alarm__3_gas_alarm_578.wav,gas_siren,train
gas_siren/archive__gas_alarm__3_gas_alarm_464.wav,gas_siren,train
gas_siren/archive__gas_alarm__3_gas_alarm_187.wav,gas_siren,train
gas_siren/archive__gas_alarm__3_gas_alarm_573.wav,gas_siren,train
gas_siren/archive__gas_alarm__3_gas_alarm_176.wav,gas_siren,train
gas_siren/archive__gas_alarm__3_gas_alarm_416.wav,gas_siren,train
gas_siren/archive__gas_alarm__3_gas_alarm_473.wav,gas_siren,train
gas_siren/archive__gas_alarm__3_gas_alarm_248.wav,gas_siren,train
gas_siren/archive__gas_alarm__3_gas_alarm_255.wav,gas_siren,train
gas_siren/archive__gas_alarm__3_gas_alarm_50.wav,gas_siren,train
gas_siren/archive__gas_alarm__3_gas_alarm_70.wav,gas_siren,train
gas_siren/archive__gas_alarm__3_gas_alarm_425.wav,gas_siren,train
gas_siren/archive__gas_alarm__3_gas_alarm_482.wav,gas_siren,train
gas_siren/archive__gas_alarm__3_gas_alarm_521.wav,gas_siren,train
gas_siren/archive__gas_alarm__3_gas_alarm_324.wav,gas_siren,train
gas_siren/archive__gas_alarm__3_gas_alarm_433.wav,gas_siren,train
gas_siren/archive__gas_alarm__3_gas_alarm_226.wav,gas_siren,train
gas_siren/archive__gas_alarm__3_gas_alarm_428.wav,gas_siren,train
gas_siren/archive__gas_alarm__3_gas_alarm_562.wav,gas_siren,train
gas_siren/archive__gas_alarm__3_gas_alarm_15.wav,gas_siren,train
gas_siren/archive__gas_alarm__3_gas_alarm_37.wav,gas_siren,train
gas_siren/archive__gas_alarm__3_gas_alarm_211.wav,gas_siren,train
gas_siren/archive__gas_alarm__3_gas_alarm_209.wav,gas_siren,train
gas_siren/archive__gas_alarm__3_gas_alarm_563.wav,gas_siren,train
gas_siren/archive__gas_alarm__3_gas_alarm_327.wav,gas_siren,val
gas_siren/archive__gas_alarm__3_gas_alarm_257.wav,gas_siren,val
gas_siren/archive__gas_alarm__3_gas_alarm_74.wav,gas_siren,val
gas_siren/archive__gas_alarm__3_gas_alarm_43.wav,gas_siren,val
gas_siren/archive__gas_alarm__3_gas_alarm_0.wav,gas_siren,val
