clip,label,split,source_file,start_sample,augmented
train/background/background_00108.wav,background,train,fire_siren/archive__fire_alarm__2_fire_alarm_31.wav,0,False
train/fire_siren/fire_siren_00402.wav,fire_siren,train,fire_siren/archive__fire_alarm__2_fire_alarm_6.wav,0,False
train/fire_siren/fire_siren_00403.wav,fire_siren,train,fire_siren/archive__fire_alarm__2_fire_alarm_299.wav,0,False
train/fire_siren/fire_siren_00404.wav,fire_siren,train,fire_siren/archive__fire_alarm__2_fire_alarm_390.wav,0,False
train/fire_siren/fire_siren_00405.wav,fire_siren,train,fire_siren/archive__fire_alarm__2_fire_alarm_32.wav,0,False
train/fire_siren/fire_siren_00406.wav,fire_siren,train,fire_siren/archive__fire_alarm__2_fire_alarm_96.wav,0,False
train/fire_siren/fire_siren_00407.wav,fire_siren,train,fire_siren/archive__fire_alarm__2_fire_alarm_374.wav,0,False
train/fire_siren/fire_siren_00408.wav,fire_siren,train,fire_siren/S-211106_S_103_C_030_0001.wav,16000,False
train/fire_siren/fire_siren_00409.wav,fire_siren,train,fire_siren/S-211106_S_103_C_030_0001.wav,64000,False
train/fire_siren/fire_siren_00410.wav,fire_siren,train,fire_siren/S-211106_S_103_C_030_0001.wav,80000,False
train/fire_siren/fire_siren_00411.wav,fire_siren,train,fire_siren/S-211106_S_103_C_030_0001.wav,144000,False
train/fire_siren/fire_siren_00412.wav,fire_siren,train,fire_siren/S-211106_S_103_C_030_0001.wav,160000,False
train/fire_siren/fire_siren_00413.wav,fire_siren,train,fire_siren/S-211106_S_103_C_030_0001.wav,176000,False
train/fire_siren/fire_siren_00414.wav,fire_siren,train,fire_siren/S-211106_S_103_C_030_0001.wav,192000,False
train/fire_siren/fire_siren_00415.wav,fire_siren,train,fire_siren/S-211106_S_103_C_030_0001.wav,208000,False
train/fire_siren/fire_siren_00416.wav,fire_siren,train,fire_siren/S-211106_S_103_C_030_0001.wav,256000,False
train/fire_siren/fire_siren_00417.wav,fire_siren,train,fire_siren/S-211106_S_103_C_030_0001.wav,272000,False
train/fire_siren/fire_siren_00418.wav,fire_siren,train,fire_siren/S-211106_S_103_C_030_0001.wav,320000,False
train/fire_siren/fire_siren_00419.wav,fire_siren,train,fire_siren/S-211106_S_103_C_030_0001.wav,336000,False
train/fire_siren/fire_siren_00420.wav,fire_siren,train,fire_siren/S-211106_S_103_C_030_0001.wav,352000,False
train/fire_siren/fire_siren_00421.wav,fire_siren,train,fire_siren/S-211106_S_103_C_030_0001.wav,400000,False
train/fire_siren/fire_siren_00422.wav,fire_siren,train,fire_siren/S-211106_S_103_C_030_0001.wav,416000,False
train/background/background_00109.wav,background,train,fire_siren/S-211106_S_103_C_030_0001.wav,112000,False
train/fire_siren/fire_siren_00423.wav,fire_siren,train,fire_siren/S-211014_S_103_C_140_0001.wav,0,False
train/fire_siren/fire_siren_00424.wav,fire_siren,train,fire_siren/S-211014_S_103_C_140_0001.wav,16000,False
train/fire_siren/fire_siren_00425.wav,fire_siren,train,fire_siren/S-211014_S_103_C_140_0001.wav,32000,False
train/fire_siren/fire_siren_00426.wav,fire_siren,train,fire_siren/S-211014_S_103_C_140_0001.wav,48000,False
train/fire_siren/fire_siren_00427.wav,fire_siren,train,fire_siren/S-211014_S_103_C_140_0001.wav,64000,False
train/fire_siren/fire_siren_00428.wav,fire_siren,train,fire_siren/S-211014_S_103_C_140_0001.wav,80000,False
train/fire_siren/fire_siren_00429.wav,fire_siren,train,fire_siren/S-211014_S_103_C_140_0001.wav,96000,False
train/fire_siren/fire_siren_00430.wav,fire_siren,train,fire_siren/S-211014_S_103_C_140_0001.wav,112000,False
train/fire_siren/fire_siren_00431.wav,fire_siren,train,fire_siren/S-211014_S_103_C_140_0001.wav,128000,False
train/fire_siren/fire_siren_00432.wav,fire_siren,train,fire_siren/S-211014_S_103_C_140_0001.wav,144000,False
train/fire_siren/fire_siren_00433.wav,fire_siren,train,fire_siren/S-211014_S_103_C_140_0001.wav,160000,False
train/fire_siren/fire_siren_00434.wav,fire_siren,train,fire_siren/S-211014_S_103_C_140_0001.wav,176000,False
train/fire_siren/fire_siren_00435.wav,fire_siren,train,fire_siren/archive__fire_alarm__2_fire_alarm_525.wav,0,False
train/background/background_00110.wav,background,train,fire_siren/archive__fire_alarm__2_fire_alarm_182.wav,0,False
train/fire_siren/fire_siren_00436.wav,fire_siren,train,fire_siren/S-211014_S_103_C_138_0001.wav,0,False
train/fire_siren/fire_siren_00437.wav,fire_siren,train,fire_siren/S-211014_S_103_C_138_0001.wav,16000,False
train/fire_siren/fire_siren_00438.wav,fire_siren,train,fire_siren/S-211014_S_103_C_138_0001.wav,32000,False
train/fire_siren/fire_siren_00439.wav,fire_siren,train,fire_siren/S-211014_S_103_C_138_0001.wav,48000,False
train/fire_siren/fire_siren_00440.wav,fire_siren,train,fire_siren/S-211014_S_103_C_138_0001.wav,64000,False
train/fire_siren/fire_siren_00441.wav,fire_siren,train,fire_siren/archive__fire_alarm__2_fire_alarm_266.wav,0,False
train/fire_siren/fire_siren_00442.wav,fire_siren,train,fire_siren/archive__fire_alarm__2_fire_alarm_471.wav,0,False
train/fire_siren/fire_siren_00443.wav,fire_siren,train,fire_siren/archive__fire_alarm__2_fire_alarm_430.wav,0,False
train/fire_siren/fire_siren_00444.wav,fire_siren,train,fire_siren/archive__fire_alarm__2_fire_alarm_162.wav,0,False
train/fire_siren/fire_siren_00445.wav,fire_siren,train,fire_siren/archive__fire_alarm__2_fire_alarm_110.wav,0,False
train/fire_siren/fire_siren_00446.wav,fire_siren,train,fire_siren/archive__fire_alarm__2_fire_alarm_273.wav,0,False
train/fire_siren/fire_siren_00447.wav,fire_siren,train,fire_siren/S-211113_S_103_D_017_0001.wav,0,False
train/fire_siren/fire_siren_00448.wav,fire_siren,train,fire_siren/S-211113_S_103_D_017_0001.wav,16000,False
train/fire_siren/fire_siren_00449.wav,fire_siren,train,fire_siren/S-211113_S_103_D_017_0001.wav,32000,False
train/fire_siren/fire_siren_00450.wav,fire_siren,train,fire_siren/S-211113_S_103_D_017_0001.wav,64000,False
train/fire_siren/fire_siren_00451.wav,fire_siren,train,fire_siren/S-211113_S_103_D_017_0001.wav,80000,False
train/fire_siren/fire_siren_00452.wav,fire_siren,train,fire_siren/S-211113_S_103_D_017_0001.wav,144000,False
train/fire_siren/fire_siren_00453.wav,fire_siren,train,fire_siren/S-211113_S_103_D_017_0001.wav,176000,False
train/fire_siren/fire_siren_00454.wav,fire_siren,train,fire_siren/S-211113_S_103_D_017_0001.wav,192000,False
train/fire_siren/fire_siren_00455.wav,fire_siren,train,fire_siren/S-211113_S_103_D_017_0001.wav,240000,False
train/fire_siren/fire_siren_00456.wav,fire_siren,train,fire_siren/S-211113_S_103_D_017_0001.wav,272000,False
train/fire_siren/fire_siren_00457.wav,fire_siren,train,fire_siren/S-211113_S_103_D_017_0001.wav,304000,False
train/fire_siren/fire_siren_00458.wav,fire_siren,train,fire_siren/S-211113_S_103_D_017_0001.wav,320000,False
train/fire_siren/fire_siren_00459.wav,fire_siren,train,fire_siren/S-211113_S_103_D_017_0001.wav,352000,False
train/fire_siren/fire_siren_00460.wav,fire_siren,train,fire_siren/S-211113_S_103_D_017_0001.wav,400000,False
train/fire_siren/fire_siren_00461.wav,fire_siren,train,fire_siren/S-211113_S_103_D_017_0001.wav,416000,False
train/fire_siren/fire_siren_00462.wav,fire_siren,train,fire_siren/S-211103_S_103_C_006_0001.wav,0,False
train/fire_siren/fire_siren_00463.wav,fire_siren,train,fire_siren/S-211103_S_103_C_006_0001.wav,16000,False
train/fire_siren/fire_siren_00464.wav,fire_siren,train,fire_siren/S-211103_S_103_C_006_0001.wav,32000,False
train/fire_siren/fire_siren_00465.wav,fire_siren,train,fire_siren/S-211103_S_103_C_006_0001.wav,48000,False
train/fire_siren/fire_siren_00466.wav,fire_siren,train,fire_siren/S-211014_S_103_C_240_0001.wav,0,False
train/fire_siren/fire_siren_00467.wav,fire_siren,train,fire_siren/S-211014_S_103_C_240_0001.wav,16000,False
train/fire_siren/fire_siren_00468.wav,fire_siren,train,fire_siren/S-211014_S_103_C_240_0001.wav,32000,False
train/fire_siren/fire_siren_00469.wav,fire_siren,train,fire_siren/S-211014_S_103_C_240_0001.wav,48000,False
train/fire_siren/fire_siren_00470.wav,fire_siren,train,fire_siren/S-211014_S_103_C_240_0001.wav,64000,False
train/fire_siren/fire_siren_00471.wav,fire_siren,train,fire_siren/S-211014_S_103_C_240_0001.wav,80000,False
train/fire_siren/fire_siren_00472.wav,fire_siren,train,fire_siren/S-211014_S_103_C_240_0001.wav,96000,False
train/fire_siren/fire_siren_00473.wav,fire_siren,train,fire_siren/S-211014_S_103_C_240_0001.wav,112000,False
train/fire_siren/fire_siren_00474.wav,fire_siren,train,fire_siren/S-211014_S_103_C_240_0001.wav,128000,False
train/fire_siren/fire_siren_00475.wav,fire_siren,train,fire_siren/S-211014_S_103_C_240_0001.wav,144000,False
train/fire_siren/fire_siren_00476.wav,fire_siren,train,fire_siren/S-211014_S_103_C_240_0001.wav,160000,False
train/fire_siren/fire_siren_00477.wav,fire_siren,train,fire_siren/S-211014_S_103_C_240_0001.wav,176000,False
train/fire_siren/fire_siren_00478.wav,fire_siren,train,fire_siren/S-211014_S_103_C_240_0001.wav,192000,False
train/background/background_00111.wav,background,train,fire_siren/archive__fire_alarm__2_fire_alarm_517.wav,0,False
train/fire_siren/fire_siren_00479.wav,fire_siren,train,fire_siren/archive__fire_alarm__2_fire_alarm_583.wav,0,False
train/fire_siren/fire_siren_00480.wav,fire_siren,train,fire_siren/archive__fire_alarm__2_fire_alarm_538.wav,0,False
train/background/background_00112.wav,background,train,fire_siren/archive__fire_alarm__2_fire_alarm_53.wav,0,False
train/background/background_00113.wav,background,train,fire_siren/archive__fire_alarm__2_fire_alarm_351.wav,0,False
train/fire_siren/fire_siren_00481.wav,fire_siren,train,fire_siren/archive__fire_alarm__2_fire_alarm_341.wav,0,False
train/fire_siren/fire_siren_00482.wav,fire_siren,train,fire_siren/archive__fire_alarm__2_fire_alarm_316.wav,0,False
train/fire_siren/fire_siren_00483.wav,fire_siren,train,fire_siren/S-211014_S_103_C_270_0001.wav,0,False
train/fire_siren/fire_siren_00484.wav,fire_siren,train,fire_siren/S-211014_S_103_C_270_0001.wav,16000,False
train/fire_siren/fire_siren_00485.wav,fire_siren,train,fire_siren/S-211014_S_103_C_270_0001.wav,32000,False
train/fire_siren/fire_siren_00486.wav,fire_siren,train,fire_siren/S-211014_S_103_C_270_0001.wav,48000,False
train/fire_siren/fire_siren_00487.wav,fire_siren,train,fire_siren/S-211014_S_103_C_270_0001.wav,64000,False
train/fire_siren/fire_siren_00488.wav,fire_siren,train,fire_siren/S-211014_S_103_C_270_0001.wav,96000,False
train/fire_siren/fire_siren_00489.wav,fire_siren,train,fire_siren/S-211014_S_103_C_270_0001.wav,112000,False
train/fire_siren/fire_siren_00490.wav,fire_siren,train,fire_siren/S-211014_S_103_C_270_0001.wav,128000,False
train/fire_siren/fire_siren_00491.wav,fire_siren,train,fire_siren/S-211014_S_103_C_270_0001.wav,176000,False
train/fire_siren/fire_siren_00492.wav,fire_siren,train,fire_siren/S-211014_S_103_C_270_0001.wav,192000,False
train/background/background_00114.wav,background,train,fire_siren/S-211014_S_103_C_270_0001.wav,160000,False
train/fire_siren/fire_siren_00493.wav,fire_siren,train,fire_siren/archive__fire_alarm__2_fire_alarm_294.wav,0,False
train/fire_siren/fire_siren_00494.wav,fire_siren,train,fire_siren/archive__fire_alarm__2_fire_alarm_33.wav,0,False
train/fire_siren/fire_siren_00495.wav,fire_siren,train,fire_siren/S-211014_S_103_C_197_0001.wav,0,False
train/fire_siren/fire_siren_00496.wav,fire_siren,train,fire_siren/S-211014_S_103_C_197_0001.wav,16000,False
train/fire_siren/fire_siren_00497.wav,fire_siren,train,fire_siren/S-211014_S_103_C_197_0001.wav,32000,False
train/fire_siren/fire_siren_00498.wav,fire_siren,train,fire_siren/S-211014_S_103_C_197_0001.wav,48000,False
train/fire_siren/fire_siren_00499.wav,fire_siren,train,fire_siren/S-211107_S_103_C_018_0001.wav,0,False
train/fire_siren/fire_siren_00500.wav,fire_siren,train,fire_siren/S-211107_S_103_C_018_0001.wav,16000,False
train/fire_siren/fire_siren_00501.wav,fire_siren,train,fire_siren/S-211107_S_103_C_018_0001.wav,32000,False
train/fire_siren/fire_siren_00502.wav,fire_siren,train,fire_siren/S-211107_S_103_C_018_0001.wav,48000,False
train/fire_siren/fire_siren_00503.wav,fire_siren,train,fire_siren/S-211107_S_103_C_018_0001.wav,64000,False
train/fire_siren/fire_siren_00504.wav,fire_siren,train,fire_siren/S-211107_S_103_C_018_0001.wav,80000,False
train/fire_siren/fire_siren_00505.wav,fire_siren,train,fire_siren/S-211107_S_103_C_018_0001.wav,128000,False
train/fire_siren/fire_siren_00506.wav,fire_siren,train,fire_siren/S-211107_S_103_C_018_0001.wav,144000,False
train/fire_siren/fire_siren_00507.wav,fire_siren,train,fire_siren/S-211107_S_103_C_018_0001.wav,176000,False
train/fire_siren/fire_siren_00508.wav,fire_siren,train,fire_siren/S-211107_S_103_C_018_0001.wav,192000,False
train/fire_siren/fire_siren_00509.wav,fire_siren,train,fire_siren/S-211107_S_103_C_018_0001.wav,208000,False
train/fire_siren/fire_siren_00510.wav,fire_siren,train,fire_siren/S-211107_S_103_C_018_0001.wav,224000,False
train/fire_siren/fire_siren_00511.wav,fire_siren,train,fire_siren/S-211107_S_103_C_018_0001.wav,240000,False
train/fire_siren/fire_siren_00512.wav,fire_siren,train,fire_siren/S-211107_S_103_C_018_0001.wav,256000,False
train/fire_siren/fire_siren_00513.wav,fire_siren,train,fire_siren/S-211107_S_103_C_018_0001.wav,272000,False
train/fire_siren/fire_siren_00514.wav,fire_siren,train,fire_siren/archive__fire_alarm__2_fire_alarm_140.wav,0,False
train/fire_siren/fire_siren_00515.wav,fire_siren,train,fire_siren/archive__fire_alarm__2_fire_alarm_403.wav,0,False
train/fire_siren/fire_siren_00516.wav,fire_siren,train,fire_siren/archive__fire_alarm__2_fire_alarm_206.wav,0,False
train/fire_siren/fire_siren_00517.wav,fire_siren,train,fire_siren/archive__fire_alarm__2_fire_alarm_580.wav,0,False
train/fire_siren/fire_siren_00518.wav,fire_siren,train,fire_siren/archive__fire_alarm__2_fire_alarm_282.wav,0,False
train/fire_siren/fire_siren_00519.wav,fire_siren,train,fire_siren/archive__fire_alarm__2_fire_alarm_369.wav,0,False
train/fire_siren/fire_siren_00520.wav,fire_siren,train,fire_siren/archive__fire_alarm__2_fire_alarm_505.wav,0,False
train/fire_siren/fire_siren_00521.wav,fire_siren,train,fire_siren/S-211014_S_103_C_243_0001.wav,0,False
train/fire_siren/fire_siren_00522.wav,fire_siren,train,fire_siren/S-211014_S_103_C_243_0001.wav,16000,False
train/fire_siren/fire_siren_00523.wav,fire_siren,train,fire_siren/S-211014_S_103_C_243_0001.wav,32000,False
train/fire_siren/fire_siren_00524.wav,fire_siren,train,fire_siren/S-211014_S_103_C_243_0001.wav,48000,False
train/fire_siren/fire_siren_00525.wav,fire_siren,train,fire_siren/S-211014_S_103_C_243_0001.wav,64000,False
train/fire_siren/fire_siren_00526.wav,fire_siren,train,fire_siren/S-211014_S_103_C_243_0001.wav,80000,False
train/fire_siren/fire_siren_00527.wav,fire_siren,train,fire_siren/S-211014_S_103_C_243_0001.wav,96000,False
train/fire_siren/fire_siren_00528.wav,fire_siren,train,fire_siren/S-211014_S_103_C_243_0001.wav,112000,False
train/fire_siren/fire_siren_00529.wav,fire_siren,train,fire_siren/S-211014_S_103_C_243_0001.wav,128000,False
train/fire_siren/fire_siren_00530.wav,fire_siren,train,fire_siren/S-211014_S_103_C_243_0001.wav,144000,False
train/fire_siren/fire_siren_00531.wav,fire_siren,train,fire_siren/S-211014_S_103_C_243_0001.wav,160000,False
train/fire_siren/fire_siren_00532.wav,fire_siren,train,fire_siren/S-211014_S_103_C_243_0001.wav,176000,False
train/fire_siren/fire_siren_00533.wav,fire_siren,train,fire_siren/S-211014_S_103_C_243_0001.wav,192000,False
train/fire_siren/fire_siren_00534.wav,fire_siren,train,fire_siren/S-211014_S_103_C_243_0001.wav,208000,False
train/fire_siren/fire_siren_00535.wav,fire_siren,train,fire_siren/archive__fire_alarm__2_fire_alarm_148.wav,0,False
train/fire_siren/fire_siren_00536.wav,fire_siren,train,fire_siren/archive__fire_alarm__2_fire_alarm_46.wav,0,False
train/background/background_00115.wav,background,train,fire_siren/archive__fire_alarm__2_fire_alarm_372.wav,0,False
train/fire_siren/fire_siren_00537.wav,fire_siren,train,fire_siren/archive__fire_alarm__2_fire_alarm_219.wav,0,False
train/fire_siren/fire_siren_00538.wav,fire_siren,train,fire_siren/archive__fire_alarm__2_fire_alarm_388.wav,0,False
train/fire_siren/fire_siren_00539.wav,fire_siren,train,fire_siren/S-211014_S_103_C_148_0001.wav,0,False
train/fire_siren/fire_siren_00540.wav,fire_siren,train,fire_siren/S-211014_S_103_C_148_0001.wav,16000,False
train/fire_siren/fire_siren_00541.wav,fire_siren,train,fire_siren/S-211014_S_103_C_148_0001.wav,32000,False
train/fire_siren/fire_siren_00542.wav,fire_siren,train,fire_siren/S-211014_S_103_C_148_0001.wav,48000,False
train/fire_siren/fire_siren_00543.wav,fire_siren,train,fire_siren/S-211014_S_103_C_148_0001.wav,64000,False
train/fire_siren/fire_siren_00544.wav,fire_siren,train,fire_siren/S-211014_S_103_C_148_0001.wav,80000,False
train/fire_siren/fire_siren_00545.wav,fire_siren,train,fire_siren/S-211014_S_103_C_148_0001.wav,96000,False
train/fire_siren/fire_siren_00546.wav,fire_siren,train,fire_siren/S-211014_S_103_C_148_0001.wav,112000,False
train/fire_siren/fire_siren_00547.wav,fire_siren,train,fire_siren/S-211014_S_103_C_148_0001.wav,128000,False
train/fire_siren/fire_siren_00548.wav,fire_siren,train,fire_siren/S-211014_S_103_C_148_0001.wav,144000,False
train/fire_siren/fire_siren_00549.wav,fire_siren,train,fire_siren/S-211014_S_103_C_148_0001.wav,160000,False
train/fire_siren/fire_siren_00550.wav,fire_siren,train,fire_siren/S-211014_S_103_C_148_0001.wav,176000,False
train/fire_siren/fire_siren_00551.wav,fire_siren,train,fire_siren/archive__fire_alarm__2_fire_alarm_190.wav,0,False
train/fire_siren/fire_siren_00552.wav,fire_siren,train,fire_siren/archive__fire_alarm__2_fire_alarm_342.wav,0,False
train/fire_siren/fire_siren_00553.wav,fire_siren,train,fire_siren/S-211014_S_103_C_360_0001.wav,0,False
train/fire_siren/fire_siren_00554.wav,fire_siren,train,fire_siren/S-211014_S_103_C_360_0001.wav,16000,False
train/fire_siren/fire_siren_00555.wav,fire_siren,train,fire_siren/S-211014_S_103_C_360_0001.wav,32000,False
train/fire_siren/fire_siren_00556.wav,fire_siren,train,fire_siren/S-211014_S_103_C_360_0001.wav,48000,False
train/fire_siren/fire_siren_00557.wav,fire_siren,train,fire_siren/S-211014_S_103_C_360_0001.wav,64000,False
train/fire_siren/fire_siren_00558.wav,fire_siren,train,fire_siren/S-211014_S_103_C_360_0001.wav,80000,False
train/fire_siren/fire_siren_00559.wav,fire_siren,train,fire_siren/S-211014_S_103_C_360_0001.wav,96000,False
train/fire_siren/fire_siren_00560.wav,fire_siren,train,fire_siren/S-211014_S_103_C_360_0001.wav,112000,False
train/fire_siren/fire_siren_00561.wav,fire_siren,train,fire_siren/S-211014_S_103_C_360_0001.wav,128000,False
train/fire_siren/fire_siren_00562.wav,fire_siren,train,fire_siren/S-211014_S_103_C_360_0001.wav,144000,False
train/fire_siren/fire_siren_00563.wav,fire_siren,train,fire_siren/S-211014_S_103_C_217_0001.wav,0,False
train/fire_siren/fire_siren_00564.wav,fire_siren,train,fire_siren/S-211014_S_103_C_217_0001.wav,16000,False
train/fire_siren/fire_siren_00565.wav,fire_siren,train,fire_siren/S-211014_S_103_C_217_0001.wav,32000,False
train/fire_siren/fire_siren_00566.wav,fire_siren,train,fire_siren/S-211014_S_103_C_217_0001.wav,48000,False
train/fire_siren/fire_siren_00567.wav,fire_siren,train,fire_siren/S-211014_S_103_C_217_0001.wav,64000,False
train/fire_siren/fire_siren_00568.wav,fire_siren,train,fire_siren/S-211014_S_103_C_217_0001.wav,80000,False
train/fire_siren/fire_siren_00569.wav,fire_siren,train,fire_siren/S-211014_S_103_C_217_0001.wav,96000,False
train/fire_siren/fire_siren_00570.wav,fire_siren,train,fire_siren/S-211014_S_103_C_217_0001.wav,112000,False
train/fire_siren/fire_siren_00571.wav,fire_siren,train,fire_siren/S-211014_S_103_C_217_0001.wav,128000,False
train/fire_siren/fire_siren_00572.wav,fire_siren,train,fire_siren/S-211014_S_103_C_217_0001.wav,144000,False
train/fire_siren/fire_siren_00573.wav,fire_siren,train,fire_siren/S-211014_S_103_C_217_0001.wav,160000,False
train/fire_siren/fire_siren_00574.wav,fire_siren,train,fire_siren/S-211014_S_103_C_217_0001.wav,176000,False
train/fire_siren/fire_siren_00575.wav,fire_siren,train,fire_siren/S-211014_S_103_C_217_0001.wav,192000,False
train/fire_siren/fire_siren_00576.wav,fire_siren,train,fire_siren/archive__fire_alarm__2_fire_alarm_446.wav,0,False
train/fire_siren/fire_siren_00577.wav,fire_siren,train,fire_siren/archive__fire_alarm__2_fire_alarm_272.wav,0,False
train/fire_siren/fire_siren_00578.wav,fire_siren,train,fire_siren/S-211014_S_103_C_365_0001.wav,0,False
train/fire_siren/fire_siren_00579.wav,fire_siren,train,fire_siren/S-211014_S_103_C_365_0001.wav,16000,False
train/fire_siren/fire_siren_00580.wav,fire_siren,train,fire_siren/S-211014_S_103_C_365_0001.wav,32000,False
train/fire_siren/fire_siren_00581.wav,fire_siren,train,fire_siren/S-211014_S_103_C_365_0001.wav,48000,False
train/fire_siren/fire_siren_00582.wav,fire_siren,train,fire_siren/S-211014_S_103_C_365_0001.wav,64000,False
train/fire_siren/fire_siren_00583.wav,fire_siren,train,fire_siren/S-211014_S_103_C_365_0001.wav,80000,False
train/fire_siren/fire_siren_00584.wav,fire_siren,train,fire_siren/S-211014_S_103_C_365_0001.wav,96000,False
train/fire_siren/fire_siren_00585.wav,fire_siren,train,fire_siren/S-211014_S_103_C_365_0001.wav,112000,False
train/fire_siren/fire_siren_00586.wav,fire_siren,train,fire_siren/S-211014_S_103_C_365_0001.wav,128000,False
train/fire_siren/fire_siren_00587.wav,fire_siren,train,fire_siren/S-211014_S_103_C_365_0001.wav,144000,False
train/fire_siren/fire_siren_00588.wav,fire_siren,train,fire_siren/S-211014_S_103_C_365_0001.wav,160000,False
train/fire_siren/fire_siren_00589.wav,fire_siren,train,fire_siren/S-211014_S_103_C_365_0001.wav,176000,False
train/fire_siren/fire_siren_00590.wav,fire_siren,train,fire_siren/S-211014_S_103_C_365_0001.wav,192000,False
train/fire_siren/fire_siren_00591.wav,fire_siren,train,fire_siren/S-211014_S_103_C_365_0001.wav,208000,False
train/fire_siren/fire_siren_00592.wav,fire_siren,train,fire_siren/archive__fire_alarm__2_fire_alarm_513.wav,0,False
train/fire_siren/fire_siren_00593.wav,fire_siren,train,fire_siren/archive__fire_alarm__2_fire_alarm_522.wav,0,False
train/background/background_00116.wav,background,train,fire_siren/archive__fire_alarm__2_fire_alarm_360.wav,0,False
train/fire_siren/fire_siren_00594.wav,fire_siren,train,fire_siren/archive__fire_alarm__2_fire_alarm_68.wav,0,False
train/fire_siren/fire_siren_00595.wav,fire_siren,train,fire_siren/archive__fire_alarm__2_fire_alarm_586.wav,0,False
train/fire_siren/fire_siren_00596.wav,fire_siren,train,fire_siren/archive__fire_alarm__2_fire_alarm_232.wav,0,False
train/fire_siren/fire_siren_00597.wav,fire_siren,train,fire_siren/archive__fire_alarm__2_fire_alarm_365.wav,0,False
train/fire_siren/fire_siren_00598.wav,fire_siren,train,fire_siren/S-211014_S_103_C_194_0001.wav,0,False
train/fire_siren/fire_siren_00599.wav,fire_siren,train,fire_siren/S-211014_S_103_C_194_0001.wav,16000,False
train/fire_siren/fire_siren_00600.wav,fire_siren,train,fire_siren/S-211014_S_103_C_194_0001.wav,32000,False
train/fire_siren/fire_siren_00601.wav,fire_siren,train,fire_siren/S-211014_S_103_C_194_0001.wav,48000,False
train/fire_siren/fire_siren_00602.wav,fire_siren,train,fire_siren/S-211014_S_103_C_194_0001.wav,64000,False
train/fire_siren/fire_siren_00603.wav,fire_siren,train,fire_siren/S-211014_S_103_C_194_0001.wav,80000,False
train/fire_siren/fire_siren_00604.wav,fire_siren,train,fire_siren/S-211014_S_103_C_194_0001.wav,96000,False
train/fire_siren/fire_siren_00605.wav,fire_siren,train,fire_siren/S-211014_S_103_C_194_0001.wav,112000,False
train/fire_siren/fire_siren_00606.wav,fire_siren,train,fire_siren/S-211014_S_103_C_194_0001.wav,128000,False
train/fire_siren/fire_siren_00607.wav,fire_siren,train,fire_siren/S-211014_S_103_C_194_0001.wav,144000,False
train/fire_siren/fire_siren_00608.wav,fire_siren,train,fire_siren/S-211014_S_103_C_194_0001.wav,160000,False
train/fire_siren/fire_siren_00609.wav,fire_siren,train,fire_siren/S-211014_S_103_C_194_0001.wav,176000,False
train/fire_siren/fire_siren_00610.wav,fire_siren,train,fire_siren/S-211014_S_103_C_194_0001.wav,192000,False
train/fire_siren/fire_siren_00611.wav,fire_siren,train,fire_siren/S-211106_S_103_C_018_0001.wav,0,False
train/fire_siren/fire_siren_00612.wav,fire_siren,train,fire_siren/S-211106_S_103_C_018_0001.wav,16000,False
train/fire_siren/fire_siren_00613.wav,fire_siren,train,fire_siren/S-211106_S_103_C_018_0001.wav,32000,False
train/fire_siren/fire_siren_00614.wav,fire_siren,train,fire_siren/S-211106_S_103_C_018_0001.wav,64000,False
train/fire_siren/fire_siren_00615.wav,fire_siren,train,fire_siren/S-211106_S_103_C_018_0001.wav,80000,False
train/fire_siren/fire_siren_00616.wav,fire_siren,train,fire_siren/S-211106_S_103_C_018_0001.wav,96000,False
train/fire_siren/fire_siren_00617.wav,fire_siren,train,fire_siren/S-211106_S_103_C_018_0001.wav,128000,False
train/fire_siren/fire_siren_00618.wav,fire_siren,train,fire_siren/S-211106_S_103_C_018_0001.wav,160000,False
train/fire_siren/fire_siren_00619.wav,fire_siren,train,fire_siren/S-211106_S_103_C_018_0001.wav,176000,False
train/fire_siren/fire_siren_00620.wav,fire_siren,train,fire_siren/S-211106_S_103_C_018_0001.wav,192000,False
train/fire_siren/fire_siren_00621.wav,fire_siren,train,fire_siren/S-211106_S_103_C_018_0001.wav,208000,False
train/fire_siren/fire_siren_00622.wav,fire_siren,train,fire_siren/S-211106_S_103_C_018_0001.wav,224000,False
train/fire_siren/fire_siren_00623.wav,fire_siren,train,fire_siren/S-211106_S_103_C_018_0001.wav,240000,False
train/fire_siren/fire_siren_00624.wav,fire_siren,train,fire_siren/S-211106_S_103_C_018_0001.wav,256000,False
train/fire_siren/fire_siren_00625.wav,fire_siren,train,fire_siren/S-211106_S_103_C_018_0001.wav,272000,False
train/fire_siren/fire_siren_00626.wav,fire_siren,train,fire_siren/archive__fire_alarm__2_fire_alarm_332.wav,0,False
train/fire_siren/fire_siren_00627.wav,fire_siren,train,fire_siren/archive__fire_alarm__2_fire_alarm_19.wav,0,False
train/fire_siren/fire_siren_00628.wav,fire_siren,train,fire_siren/S-211107_S_103_C_012_0001.wav,0,False
train/fire_siren/fire_siren_00629.wav,fire_siren,train,fire_siren/S-211107_S_103_C_012_0001.wav,16000,False
train/fire_siren/fire_siren_00630.wav,fire_siren,train,fire_siren/S-211107_S_103_C_012_0001.wav,48000,False
train/fire_siren/fire_siren_00631.wav,fire_siren,train,fire_siren/S-211107_S_103_C_012_0001.wav,96000,False
